Customer ID,last_purchase,frequency,monetary,avg_order_value,avg_basket_size,avg_unique_skus,recency,R_score,F_score,M_score,RFM_Score,RFM_Total,favourite_hour,favourite_dow,pct_weekend_orders,pct_morning_orders,unique_products,unique_countries,total_items_bought,spend_cv,avg_days_between_purchases,std_days_between_purchases,tenure_days,revenue_q1,revenue_q2,revenue_q3,revenue_q4,cluster,segment,seg_color
12357,2011-11-06 16:07:00,3,18287.66,6095.886666666666,2195.6666666666665,98.66666666666667,33,4,3,5,435,12,10,1,0.44256756756756754,0.5540540540540541,261,1,6587,0.8515410573111672,177.5,251.02290732122438,355,0.0,0.0,0.0,18287.66,0,Champions,#185FA5
12358,2011-12-08 10:26:00,5,3887.07,777.414,215.8,15.2,2,5,4,5,545,14,10,0,0.0,0.7662337662337663,56,1,1079,0.589072522176915,182.0,31.187604375242845,730,0.0,268.1,484.86,3134.11,1,Regulars,#1D9E75
12359,2011-10-13 12:47:00,10,8935.939999999999,893.5939999999998,275.2,36.0,58,4,5,5,455,14,12,3,0.1726027397260274,0.2273972602739726,305,1,2752,0.9557930299295161,74.88888888888889,46.02294113929608,676,3069.75,1599.1200000000001,0.0,4267.07,0,Champions,#185FA5
12360,2011-10-18 15:22:00,8,4252.889999999999,531.6112499999999,307.375,27.125,52,4,4,5,445,13,9,1,0.0,0.7511520737327189,160,1,2459,0.7732010380466792,85.71428571428571,65.32665174774709,603,158.0,1705.62,534.7,1854.57,1,Regulars,#1D9E75
12361,2011-02-25 13:51:00,4,511.25,127.8125,58.75,7.25,287,2,3,2,232,7,15,4,0.20689655172413793,0.0,18,1,235,0.32798270077049896,131.0,37.8021163428716,394,299.1,98.15,114.0,0.0,1,Regulars,#1D9E75
12362,2011-12-06 15:40:00,11,5356.23,486.92999999999995,202.72727272727272,24.272727272727273,3,5,5,5,555,15,15,3,0.0,0.37453183520599254,201,1,2230,0.4046819810822712,73.0,132.27916607605968,735,479.1,495.24,1603.0,2778.89,1,Regulars,#1D9E75
12363,2011-08-22 10:18:00,2,552.0,276.0,204.0,11.5,110,3,2,2,322,7,13,0,0.0,0.30434782608695654,23,1,408,0.11836352641600904,132.0,0.0,132,0.0,299.1,252.9,0.0,3,Lost Casuals,#D85A30
12364,2011-12-02 10:22:00,4,1313.1,328.275,376.5,21.25,8,5,3,4,534,12,15,4,0.25882352941176473,0.3176470588235294,70,1,1506,0.6818869631492375,34.333333333333336,2.516611478423584,104,0.0,0.0,703.72,609.38,1,Regulars,#1D9E75
12365,2011-02-21 14:04:00,2,641.38,320.69,87.0,11.0,291,2,2,3,223,7,13,0,0.0,0.0,22,1,174,0.0,0.0,0.0,0,641.38,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12366,2010-03-16 10:28:00,1,500.24,500.24,296.0,3.0,634,1,1,2,112,4,10,1,0.0,1.0,3,1,296,0.0,0.0,0.0,0,500.24,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12367,2011-12-05 16:48:00,1,168.9,168.9,173.0,11.0,4,5,1,1,511,7,16,0,0.0,0.0,11,1,173,0.0,0.0,0.0,0,0.0,0.0,0.0,168.9,3,Lost Casuals,#D85A30
12368,2010-03-21 15:56:00,1,917.6999999999999,917.6999999999999,330.0,18.0,628,1,1,3,113,5,15,6,1.0,0.0,18,1,330,0.0,0.0,0.0,0,917.6999999999999,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12369,2010-10-22 13:13:00,3,1791.1499999999999,597.05,413.6666666666667,31.0,413,1,3,4,134,8,14,3,0.0,0.0967741935483871,90,1,1241,0.9707408092250751,113.5,111.01576464628796,228,348.32,0.0,1259.48,183.35,1,Regulars,#1D9E75
12370,2011-10-19 14:51:00,7,4320.3099999999995,617.1871428571428,372.14285714285717,28.714285714285715,51,4,4,5,445,13,12,1,0.0,0.19801980198019803,168,2,2605,0.8649853863176464,102.66666666666667,114.0274820675554,617,1713.01,0.0,0.0,2607.3,1,Regulars,#1D9E75
12371,2011-10-26 10:16:00,5,4067.38,813.476,287.2,33.4,45,4,4,5,445,13,13,1,0.0,0.3772455089820359,134,1,1436,0.8271802240292688,149.5,171.09548990743932,600,607.6800000000001,0.0,0.0,3459.7000000000003,1,Regulars,#1D9E75
12372,2011-09-29 12:12:00,3,1298.04,432.68,264.6666666666667,17.333333333333332,72,3,3,4,334,10,12,2,0.0,0.36538461538461536,34,1,794,0.1672059831498657,112.0,41.012193308819754,224,399.22,515.7,383.12,0.0,1,Regulars,#1D9E75
12373,2011-02-01 13:10:00,3,1127.65,375.8833333333334,172.0,17.0,311,2,3,3,233,8,13,3,0.0,0.0,36,1,516,0.15221640128150932,180.5,185.969083452062,362,1127.65,0.0,0.0,0.0,1,Regulars,#1D9E75
12374,2011-11-14 15:37:00,4,2989.2200000000003,747.3050000000001,340.5,20.75,25,4,3,5,435,12,14,4,0.0,0.1566265060240964,79,1,1362,0.6549901091372956,187.33333333333334,198.86008481677095,563,0.0,1388.54,0.0,1600.68,1,Regulars,#1D9E75
12375,2011-11-29 10:36:00,2,457.5,228.75,89.0,8.5,11,5,2,2,522,9,14,4,0.0,0.35294117647058826,14,1,178,0.00958264927509632,87.0,0.0,87,0.0,0.0,230.3,227.20000000000002,3,Lost Casuals,#D85A30
12376,2010-11-15 12:15:00,2,503.15,251.575,120.0,6.5,390,2,2,2,222,6,8,0,0.0,0.8461538461538461,11,1,240,1.0173399560785885,28.0,0.0,28,0.0,0.0,0.0,503.15,3,Lost Casuals,#D85A30
12377,2011-01-28 15:45:00,4,3426.32,856.58,526.25,38.0,315,2,3,5,235,10,15,3,0.0,0.28289473684210525,129,1,2105,0.3515425889425842,91.0,101.53324578678651,274,626.6,1210.96,0.0,1588.76,1,Regulars,#1D9E75
12378,2011-08-02 10:34:00,2,5416.32,2708.16,1658.0,150.5,130,3,2,5,325,10,10,1,0.0,0.7275747508305648,281,1,3316,0.6791061714683457,432.0,0.0,432,0.0,1407.7,4008.62,0.0,1,Regulars,#1D9E75
12379,2011-09-19 10:09:00,4,1620.22,405.055,203.75,20.25,82,3,3,4,334,10,14,2,0.0,0.24691358024691357,58,1,815,0.09661155899759276,150.66666666666666,88.57388629462598,452,0.0,827.3199999999999,392.40000000000003,400.5,1,Regulars,#1D9E75
12380,2011-11-18 11:27:00,11,9676.300000000001,879.6636363636364,305.0,25.181818181818183,22,4,5,5,455,14,15,1,0.0,0.2743682310469314,156,1,3355,0.625756176743583,63.7,87.13597292609855,640,3217.3,3204.9,1762.85,1491.25,0,Champions,#185FA5
12381,2011-12-05 12:44:00,5,1845.31,369.062,161.6,17.4,5,5,4,4,544,13,9,4,0.1839080459770115,0.7241379310344828,70,1,808,1.4375720515321795,28.25,24.608602831801186,115,0.0,0.0,1268.74,576.57,1,Regulars,#1D9E75
12383,2011-06-08 08:02:00,5,1850.56,370.11199999999997,306.4,19.8,185,3,4,4,344,11,14,2,0.0,0.20202020202020202,84,1,1532,0.685605811395555,41.25,18.5,167,1008.23,241.60999999999999,0.0,600.72,1,Regulars,#1D9E75
12384,2011-11-11 08:39:00,2,585.27,292.635,63.0,13.5,29,4,2,2,422,8,11,2,0.0,1.0,26,1,126,0.0002657978229894916,92.0,0.0,92,0.0,0.0,292.69,292.58,3,Lost Casuals,#D85A30
12385,2010-11-25 15:14:00,1,1938.4,1938.4,612.0,65.0,379,2,1,4,214,7,15,3,0.0,0.0,65,1,612,0.0,0.0,0.0,0,0.0,0.0,0.0,1938.4,3,Lost Casuals,#D85A30
12386,2011-01-06 12:37:00,2,660.8,330.4,284.0,5.0,338,2,2,3,223,7,9,2,0.0,0.8888888888888888,10,1,568,0.8021296052927301,29.0,0.0,29,143.0,0.0,0.0,517.8,3,Lost Casuals,#D85A30
12387,2010-10-20 16:27:00,1,143.94,143.94,134.0,9.0,415,1,1,1,111,3,16,2,0.0,0.0,9,1,134,0.0,0.0,0.0,0,0.0,0.0,0.0,143.94,3,Lost Casuals,#D85A30
12388,2011-11-24 12:30:00,8,3901.11,487.63875,250.125,18.25,16,5,4,5,545,14,12,3,0.1506849315068493,0.2808219178082192,83,1,2001,0.5844822763342764,80.42857142857143,46.7969270460399,566,766.25,461.62,2386.84,286.4,1,Regulars,#1D9E75
12389,2010-11-02 11:52:00,3,1433.33,477.77666666666664,204.66666666666666,16.333333333333332,403,2,3,4,234,9,11,1,0.0,0.5918367346938775,41,1,614,0.7522293213732465,126.0,53.74011537017761,253,164.85,398.18,0.0,870.3,1,Regulars,#1D9E75
12390,2011-09-21 09:33:00,1,549.84,549.84,353.0,32.0,80,3,1,2,312,6,9,2,0.0,1.0,32,1,353,0.0,0.0,0.0,0,0.0,0.0,549.84,0.0,3,Lost Casuals,#D85A30
12391,2011-11-18 12:07:00,6,2773.42,462.2366666666667,203.33333333333334,43.166666666666664,22,4,4,4,444,12,12,2,0.0,0.3487544483985765,241,1,1220,0.7689244409634536,128.0,183.40256268656663,641,750.49,1151.7,410.34,460.89,1,Regulars,#1D9E75
12392,2010-04-27 14:04:00,1,234.75000000000003,234.75000000000003,73.0,7.0,591,1,1,1,111,3,14,1,0.0,0.0,7,1,73,0.0,0.0,0.0,0,0.0,234.75000000000003,0.0,0.0,3,Lost Casuals,#D85A30
12393,2011-09-28 15:41:00,6,2399.45,399.9083333333333,218.5,17.666666666666668,72,3,4,4,344,11,9,0,0.0,0.3644859813084112,63,1,1311,0.3371580273718774,70.8,63.79811909453131,356,639.5,421.6,521.5,816.85,1,Regulars,#1D9E75
12394,2011-10-07 08:08:00,2,1272.48,636.24,409.5,13.5,64,3,2,4,324,9,14,4,0.0,0.2222222222222222,26,2,819,0.5671613425360225,153.0,0.0,153,0.0,381.08,0.0,891.4,1,Regulars,#1D9E75
12395,2011-11-20 15:21:00,15,5067.27,337.81800000000004,248.86666666666667,16.133333333333333,19,5,5,5,555,15,16,4,0.05905511811023622,0.2559055118110236,145,1,3733,0.752271481700635,41.214285714285715,30.00558556061129,583,558.01,1621.13,417.33,2470.8,1,Regulars,#1D9E75
12396,2010-02-03 13:22:00,1,931.43,931.43,591.0,65.0,674,1,1,3,113,5,13,2,0.0,0.0,65,1,591,0.0,0.0,0.0,0,931.43,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12397,2011-11-04 09:52:00,2,2409.8999999999996,1204.9499999999998,631.5,63.0,36,4,2,4,424,10,14,2,0.0,0.4444444444444444,110,1,1263,0.011572385347938634,99.0,0.0,99,0.0,0.0,1214.81,1195.09,1,Regulars,#1D9E75
12398,2011-10-25 10:27:00,1,1635.6599999999999,1635.6599999999999,1394.0,85.0,46,4,1,4,414,9,10,1,0.0,1.0,85,1,1394,0.0,0.0,0.0,0,0.0,0.0,0.0,1635.6599999999999,3,Lost Casuals,#D85A30
12399,2011-08-12 13:15:00,7,1962.3000000000002,280.3285714285715,314.0,15.714285714285714,119,3,4,4,344,11,9,4,0.0,0.8454545454545455,67,1,2198,0.4050610006245656,87.33333333333333,45.22683569150805,525,494.03,610.98,543.09,314.20000000000005,1,Regulars,#1D9E75
12400,2010-10-21 13:45:00,1,205.25,205.25,91.0,11.0,414,1,1,1,111,3,13,3,0.0,0.0,11,1,91,0.0,0.0,0.0,0,0.0,0.0,0.0,205.25,3,Lost Casuals,#D85A30
12401,2011-02-09 13:50:00,1,84.3,84.3,11.0,5.0,303,2,1,1,211,4,13,2,0.0,0.0,5,1,11,0.0,0.0,0.0,0,84.3,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12402,2011-01-20 13:49:00,6,1256.9,209.48333333333335,97.33333333333333,11.666666666666666,323,2,4,4,244,10,12,6,0.4,0.15714285714285714,43,1,584,0.2858141703825075,69.0,7.874007874011811,347,417.3,313.65,370.3,155.65,3,Lost Casuals,#D85A30
12403,2011-10-21 10:51:00,2,1019.3600000000001,509.68000000000006,130.0,4.5,50,4,2,3,423,9,10,4,0.0,1.0,5,1,260,0.22747062439834093,471.0,0.0,471,0.0,0.0,591.6600000000001,427.7,1,Regulars,#1D9E75
12404,2010-01-26 16:25:00,1,63.24,63.24,1.0,1.0,682,1,1,1,111,3,16,1,0.0,0.0,1,1,1,0.0,0.0,0.0,0,63.24,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12405,2011-07-14 08:52:00,1,1710.39,1710.39,857.0,54.0,149,3,1,4,314,8,8,3,0.0,1.0,54,1,857,0.0,0.0,0.0,0,0.0,0.0,1710.39,0.0,3,Lost Casuals,#D85A30
12406,2011-11-17 19:22:00,5,6390.360000000001,1278.0720000000001,683.2,33.0,22,4,4,5,445,13,19,3,0.0,0.45180722891566266,114,1,3416,0.35578638539893814,168.25,50.1023951523278,675,881.2,2369.25,0.0,3139.9100000000003,1,Regulars,#1D9E75
12407,2011-10-21 10:11:00,5,1708.12,341.62399999999997,283.2,15.4,50,4,4,4,444,12,9,2,0.19480519480519481,0.5974025974025974,57,1,1416,0.6293331935867269,53.0,32.516662395352526,214,226.3,269.66,911.4,300.76,1,Regulars,#1D9E75
12408,2011-11-07 12:27:00,8,4340.7699999999995,542.5962499999999,278.625,19.875,33,4,4,5,445,13,13,4,0.0,0.2893081761006289,104,1,2229,0.5694730607394578,66.14285714285714,37.909667067159226,465,837.59,654.18,1151.44,1697.56,1,Regulars,#1D9E75
12409,2011-09-22 10:38:00,7,23419.29,3345.612857142857,1877.5714285714287,37.714285714285715,79,3,4,5,345,12,10,4,0.32954545454545453,0.4128787878787879,177,1,13143,0.9252559975943031,80.66666666666667,89.24946311696596,486,0.0,13220.76,4967.47,5231.0599999999995,0,Champions,#185FA5
12410,2011-02-04 10:39:00,3,1013.7099999999999,337.9033333333333,113.66666666666667,13.333333333333334,309,2,3,3,233,8,10,4,0.35,0.65,36,1,341,0.8259105118427869,96.5,136.47160876900367,193,693.3299999999999,0.0,320.38,0.0,1,Regulars,#1D9E75
12411,2010-10-26 09:25:00,1,346.9,346.9,138.0,22.0,410,2,1,2,212,5,9,1,0.0,1.0,22,1,138,0.0,0.0,0.0,0,0.0,0.0,0.0,346.9,3,Lost Casuals,#D85A30
12412,2011-09-26 10:16:00,6,2596.93,432.82166666666666,332.8333333333333,21.166666666666668,75,3,4,4,344,11,13,0,0.0,0.25984251968503935,82,1,1997,0.3847021949044693,92.4,80.4195249923798,464,0.0,1185.38,1218.29,193.26,1,Regulars,#1D9E75
12413,2011-10-04 09:00:00,4,999.45,249.8625,79.75,12.75,67,3,3,3,333,9,16,3,0.0784313725490196,0.19607843137254902,41,2,319,0.6660371975944177,111.33333333333333,52.91817583149795,335,479.25,84.65,0.0,435.55,1,Regulars,#1D9E75
12414,2011-05-06 14:51:00,6,952.41,158.73499999999999,82.5,4.666666666666667,217,2,4,3,243,9,14,3,0.0,0.17857142857142858,21,1,495,0.27632251013003933,49.0,67.50555532695068,246,153.76,408.65000000000003,390.0,0.0,3,Lost Casuals,#D85A30
12416,2010-02-21 10:19:00,1,202.56,202.56,132.0,11.0,657,1,1,1,111,3,10,6,1.0,1.0,11,1,132,0.0,0.0,0.0,0,202.56,0.0,0.0,0.0,3,Lost Casuals,#D85A30
12417,2011-12-06 14:52:00,20,6816.91,340.8455,144.5,18.45,3,5,5,5,555,15,10,3,0.11081081081081082,0.44324324324324327,270,2,2890,0.3607246297390106,37.94736842105263,21.19610468461527,730,1636.03,1465.5,1387.6,2327.78,0,Champions,#185FA5
12418,2011-08-19 11:08:00,4,2021.2,505.3,272.0,25.5,113,3,3,4,334,10,11,4,0.0,0.6078431372549019,90,1,1088,0.26704576318487827,172.0,124.30205147140573,517,343.94,535.37,668.58,473.31,1,Regulars,#1D9E75
12419,2010-11-19 10:04:00,2,503.01,251.505,115.5,12.5,386,2,2,2,222,6,10,4,0.0,1.0,23,1,231,0.401510583969507,27.0,0.0,27,0.0,0.0,0.0,503.01,3,Lost Casuals,#D85A30
12420,2011-10-07 08:55:00,1,600.39,600.39,345.0,29.0,64,3,1,2,312,6,8,4,0.0,1.0,29,1,345,0.0,0.0,0.0,0,0.0,0.0,0.0,600.39,3,Lost Casuals,#D85A30
12421,2011-11-24 09:07:00,6,1098.6,183.1,108.66666666666667,10.833333333333334,16,5,4,3,543,12,13,2,0.2153846153846154,0.3076923076923077,44,1,652,0.3298603752798252,97.4,31.12555220393688,489,157.45,239.35,309.56,392.24,1,Regulars,#1D9E75
12422,2011-09-05 09:48:00,17,5231.8,307.7529411764706,152.7058823529412,10.117647058823529,96,3,5,5,355,13,13,4,0.12209302325581395,0.3488372093023256,137,2,2596,0.6362891151660456,38.5,41.10798786935048,625,900.75,2356.45,828.1,1146.5,1,Regulars,#1D9E75
12423,2011-12-09 10:10:00,10,2622.39,262.239,179.3,16.5,1,5,5,4,554,14,10,0,0.0,0.8909090909090909,128,2,1793,0.3986690819155493,51.111111111111114,32.872649894876304,465,539.66,674.1,497.78,910.85,1,Regulars,#1D9E75
12424,2011-06-30 12:06:00,4,3340.03,835.0075,506.25,23.0,163,3,3,5,335,11,10,2,0.0,0.5108695652173914,78,1,2025,0.6667846615150425,128.33333333333334,130.0320473319302,385,0.0,2207.5,0.0,1132.53,1,Regulars,#1D9E75
12425,2011-09-22 17:31:00,2,1741.41,870.705,573.5,45.5,78,3,2,4,324,9,14,4,0.0,0.0,87,1,1147,0.15187237830229094,370.0,0.0,370,0.0,0.0,1741.41,0.0,1,Regulars,#1D9E75
12426,2011-05-29 12:26:00,2,1345.21,672.605,292.0,38.5,195,2,2,4,224,8,8,0,0.38961038961038963,0.6103896103896104,73,1,584,0.18897041193312852,468.0,0.0,468,762.48,582.73,0.0,0.0,1,Regulars,#1D9E75
12427,2011-11-18 08:56:00,3,1129.3,376.43333333333334,204.0,10.333333333333334,22,4,3,3,433,10,10,4,0.0,0.6341463414634146,26,1,612,0.5334896039139625,174.5,193.04015126392747,349,0.0,0.0,0.0,1129.3,1,Regulars,#1D9E75
12428,2011-11-14 08:22:00,9,7956.46,884.0511111111111,392.8888888888889,32.666666666666664,26,4,5,5,455,14,9,1,0.034013605442176874,0.7789115646258503,258,1,3536,0.8690684012181287,31.875,37.50595190861617,257,5936.82,373.72,1237.58,408.34000000000003,0,Champions,#185FA5
12429,2011-11-30 17:22:00,8,7485.91,935.73875,418.0,19.125,9,5,4,5,545,14,12,4,0.0,0.12138728323699421,124,2,3344,0.8016074830071408,76.42857142857143,63.40835156049278,537,0.0,2970.7400000000002,1046.65,3468.52,1,Regulars,#1D9E75
12430,2011-10-27 15:09:00,1,256.4,256.4,117.0,11.0,43,4,1,1,411,6,15,3,0.0,0.0,11,1,117,0.0,0.0,0.0,0,0.0,0.0,0.0,256.4,3,Lost Casuals,#D85A30
12431,2011-11-04 11:55:00,27,10857.97,402.147037037037,174.7037037037037,14.444444444444445,36,4,5,5,455,14,9,3,0.07407407407407407,0.5950617283950618,244,2,4717,0.5855528302114679,24.923076923076923,23.251534275265495,658,2952.19,1841.65,2953.3,3110.83,0,Champions,#185FA5
12432,2011-10-28 11:43:00,5,5059.32,1011.8639999999999,360.2,21.6,43,4,4,5,445,13,13,0,0.0,0.2962962962962963,107,1,1801,1.0746190285066664,32.0,63.33508769499995,129,0.0,4016.66,0.0,1042.66,1,Regulars,#1D9E75
12433,2011-12-09 10:02:00,10,20581.26,2058.1259999999997,1711.6,55.9,1,5,5,5,555,15,13,2,0.0,0.29036827195467424,285,1,17116,0.6588362980383907,52.44444444444444,84.8573967181281,476,0.0,0.0,3734.2,16847.06,0,Champions,#185FA5
12434,2011-09-16 12:38:00,3,1103.43,367.81,177.33333333333334,23.333333333333332,85,3,3,3,333,9,13,4,0.0,0.0,62,1,532,0.358393652234917,147.5,38.890872965260115,296,286.25,0.0,519.89,297.29,1,Regulars,#1D9E75
12435,2011-09-21 09:06:00,6,13925.93,2320.9883333333332,826.3333333333334,18.666666666666668,80,3,4,5,345,12,16,3,0.0,0.5714285714285714,88,1,4958,0.5976651386437571,131.2,43.76299806914513,657,4707.87,0.0,5689.22,3528.84,0,Champions,#185FA5
12436,2011-09-01 12:09:00,1,509.01,509.01,211.0,16.0,100,3,1,2,312,6,12,3,0.0,0.0,16,1,211,0.0,0.0,0.0,0,0.0,0.0,509.01,0.0,3,Lost Casuals,#D85A30
12437,2011-12-08 11:35:00,39,12683.4,325.2153846153846,205.12820512820514,14.435897435897436,2,5,5,5,555,15,9,2,0.046181172291296625,0.5364120781527532,273,1,8000,0.9209227690757967,18.86842105263158,18.483259120344957,735,4351.71,2569.02,1472.47,4290.2,0,Champions,#185FA5
12438,2011-11-25 13:28:00,2,2906.85,1453.425,590.0,49.0,14,5,2,4,524,11,13,4,0.0,0.0,84,1,1180,0.5481564452453309,125.0,0.0,125,0.0,0.0,890.0699999999999,2016.78,1,Regulars,#1D9E75
12439,2010-01-26 12:11:00,2,1158.18,579.09,242.0,35.5,683,1,2,3,123,6,8,0,0.0,0.9444444444444444,69,1,484,1.2273417086149758,43.0,0.0,43,76.52000000000001,0.0,0.0,1081.66,3,Lost Casuals,#D85A30
12440,2010-09-03 13:11:00,2,859.2,429.6,165.5,16.0,462,1,2,3,123,6,12,1,0.0,0.0,21,1,331,0.45728213675336743,255.0,0.0,255,0.0,0.0,290.69,568.51,1,Regulars,#1D9E75
12441,2010-12-08 10:45:00,1,347.1,347.1,242.0,11.0,367,2,1,2,212,5,10,2,0.0,1.0,11,1,242,0.0,0.0,0.0,0,0.0,0.0,0.0,347.1,3,Lost Casuals,#D85A30
12442,2011-12-06 14:22:00,1,172.06,172.06,182.0,12.0,3,5,1,1,511,7,14,1,0.0,0.0,12,1,182,0.0,0.0,0.0,0,0.0,0.0,0.0,172.06,3,Lost Casuals,#D85A30
12443,2009-12-07 15:42:00,1,485.31,485.31,182.0,21.0,732,1,1,2,112,4,15,0,0.0,0.0,21,1,182,0.0,0.0,0.0,0,0.0,0.0,0.0,485.31,3,Lost Casuals,#D85A30
12444,2011-11-18 13:23:00,5,5005.46,1001.092,230.6,35.2,21,4,4,5,445,13,14,1,0.0,0.19886363636363635,138,1,1153,0.5059752097213192,37.25,9.03234926989282,149,0.0,1870.2,1319.61,1815.65,1,Regulars,#1D9E75
12445,2011-11-17 18:43:00,2,434.98,217.49,103.0,12.0,22,4,2,2,422,8,12,4,0.0,0.0,24,1,206,0.546789362545191,398.0,0.0,398,0.0,0.0,0.0,434.98,1,Regulars,#1D9E75
12446,2011-10-13 12:50:00,1,1002.3100000000001,1002.3100000000001,351.0,57.0,58,4,1,3,413,8,12,3,0.0,0.0,57,1,351,0.0,0.0,0.0,0,0.0,0.0,0.0,1002.3100000000001,3,Lost Casuals,#D85A30
12447,2011-04-10 13:25:00,1,476.49,476.49,190.0,26.0,243,2,1,2,212,5,13,6,1.0,0.0,26,1,190,0.0,0.0,0.0,0,0.0,476.49,0.0,0.0,3,Lost Casuals,#D85A30
12448,2011-10-26 13:46:00,1,449.45,449.45,243.0,22.0,44,4,1,2,412,7,13,2,0.0,0.0,22,1,243,0.0,0.0,0.0,0,0.0,0.0,0.0,449.45,3,Lost Casuals,#D85A30
12449,2011-11-17 13:46:00,6,4835.89,805.9816666666667,380.3333333333333,33.5,22,4,4,5,445,13,9,3,0.23880597014925373,0.4626865671641791,125,2,2282,0.5263613386225141,82.8,80.0199975006248,416,0.0,858.9300000000001,2544.25,1432.71,1,Regulars,#1D9E75
12450,2011-07-06 14:41:00,5,688.2,137.64000000000001,88.4,7.4,156,3,4,3,343,10,16,6,0.4594594594594595,0.13513513513513514,31,1,442,0.4281189671607034,79.0,98.55286229565667,318,0.0,101.88,350.02,236.3,1,Regulars,#1D9E75
12451,2011-11-29 08:40:00,8,12669.88,1583.735,1169.875,63.875,11,5,4,5,545,14,12,2,0.0,0.3131115459882583,352,1,9359,0.6793822443993008,73.57142857142857,60.27674273122027,518,2919.5099999999998,4539.58,1483.09,3727.7,0,Champions,#185FA5
12452,2011-11-23 10:28:00,2,430.57,215.285,92.5,11.0,17,5,2,2,522,9,8,2,0.0,1.0,21,1,185,0.8886911851064596,0.0,0.0,0,0.0,0.0,0.0,430.57,3,Lost Casuals,#D85A30
12453,2011-07-28 14:08:00,1,707.09,707.09,473.0,43.0,134,3,1,3,313,7,14,3,0.0,0.0,43,1,473,0.0,0.0,0.0,0,0.0,0.0,707.09,0.0,3,Lost Casuals,#D85A30
12454,2011-10-14 17:13:00,5,16679.78,3335.9559999999997,1540.6,8.0,56,4,4,5,445,13,17,1,0.0,0.4,24,1,7703,0.5375676519489849,90.5,165.90057263312866,364,0.0,0.0,0.0,16679.78,0,Champions,#185FA5
12455,2011-09-27 15:31:00,10,5879.95,587.995,330.2,22.7,73,3,5,5,355,13,12,4,0.0,0.31277533039647576,199,2,3302,1.0359276444552517,71.44444444444444,50.22228367744519,648,2476.81,780.01,986.7,1636.43,1,Regulars,#1D9E75
